lin_x,lin_y,lin_x,ang_x,ang_y,ang_z
-0.0000175335,0,0,0,0,-0.0376632
-0.000103825,0,0,0,0,-0.129568
-0.00033171,0,0,0,0,-0.238971
-0.000805454,0,0,0,0,-0.349286
-0.00164925,0,0,0,0,-0.45958
-0.00298113,0,0,0,0,-0.569844
-0.00491892,0,0,0,0,-0.680059
-0.00758002,0,0,0,0,-0.790198
-0.00962757,0,0,0,0,-0.897338
-0.00524016,0,0,0,0,-0.974124
-0.000165634,0,0,0,0,-0.999408
-0.0000000327958,0,0,0,0,-0.999999
-0.0000000327934,0,0,0,0,-0.999999
-0.0000000327935,0,0,0,0,-0.999999
-0.0000000327934,0,0,0,0,-0.999999
-0.0000000327934,0,0,0,0,-0.999999
-0.0000000327934,0,0,0,0,-0.999999
-0.0000000327935,0,0,0,0,-0.999999
-0.0000000327935,0,0,0,0,-0.999999
-0.0000000327935,0,0,0,0,-0.999999
-0.0000000327934,0,0,0,0,-0.999999
-0.0000000327934,0,0,0,0,-0.999999
-0.0000000327934,0,0,0,0,-0.999999
-0.0000000327934,0,0,0,0,-0.999999
-0.0000000327934,0,0,0,0,-0.999999
-0.0000000327935,0,0,0,0,-0.999999
0.00405901,0,0,0,0,-0.99157
0.0481306,0,0,0,0,-0.94241
0.119257,0,0,0,0,-0.908102
0.150449,0,0,0,0,-0.957262
0.154587,0,0,0,0,-0.991686
0.183465,0,0,0,0,-0.970782
0.210668,0,0,0,0,-0.979095
0.199158,0,0,0,0,-0.999999
0.184105,0,0,0,0,-0.999999
0.178316,0,0,0,0,-0.999999
0.173684,0,0,0,0,-1
0.173684,0,0,0,0,-0.999999
0.175964,0,0,0,0,-0.99574
0.192282,0,0,0,0,-0.991993
0.206213,0,0,0,0,-0.996252
0.201474,0,0,0,0,-0.999999
0.196842,0,0,0,0,-0.999999
0.196842,0,0,0,0,-0.999999
0.198197,0,0,0,0,-0.988042
0.209545,0,0,0,0,-0.911944
0.218611,0,0,0,0,-0.841851
0.212956,0,0,0,0,-0.795845
0.208324,0,0,0,0,-0.749691
0.208421,0,0,0,0,-0.743589
0.202632,0,0,0,0,-0.743589
0.208421,0,0,0,0,-0.743589
0.22,0,0,0,0,-0.743589
0.21421,0,0,0,0,-0.717948
0.208421,0,0,0,0,-0.692307
0.202632,0,0,0,0,-0.666666
0.198427,0,0,0,0,-0.631383
0.209214,0,0,0,0,-0.582929
0.217221,0,0,0,0,-0.530216
0.206819,0,0,0,0,-0.477478
0.196938,0,0,0,0,-0.424408
0.200425,0,0,0,0,-0.348449
0.205114,0,0,0,0,-0.217697
0.212683,0,0,0,0,-0.113288
0.219862,0,0,0,0,-0.0774148
0.219897,0,0,0,0,-0.0630848
0.219897,0,0,0,0,-0.0374439
0.219408,0,0,0,0,-0.00800058
0.219395,0,0,0,0,0.0432342
0.219987,0,0,0,0,0.0768757
0.219691,0,0,0,0,0.0438416
0.219691,0,0,0,0,0.00538021
0.218533,0,0,0,0,0.0398089
0.217587,0,0,0,0,0.125258
0.213264,0,0,0,0,0.175193
0.208421,0,0,0,0,0.179487
0.212538,0,0,0,0,0.160809
0.218221,0,0,0,0,0.115922
0.219893,0,0,0,0,0.0833177
0.219391,0,0,0,0,0.0475309
0.219287,0,0,0,0,-0.00677535
0.21989,0,0,0,0,-0.0542873
0.219995,0,0,0,0,-0.0769038
0.22,0,0,0,0,-0.0769228
0.22,0,0,0,0,-0.0769228
0.217684,0,0,0,0,-0.0769228
0.211895,0,0,0,0,-0.0769228
0.210737,0,0,0,0,-0.0769228
0.216225,0,0,0,0,-0.0669195
0.219699,0,0,0,0,-0.0284583
0.215368,0,0,0,0,-0.000000139553
0.209579,0,0,0,0,-2.214E-10
0.212777,0,0,0,0,-0.00927375
0.218567,0,0,0,0,-0.0220942
0.21989,0,0,0,0,-0.0440312
0.21989,0,0,0,0,-0.0696722
0.218637,0,0,0,0,-0.0320541
0.218637,0,0,0,0,0.0448685
0.219894,0,0,0,0,0.0528277
0.21892,0,0,0,0,0.0252768
0.213236,0,0,0,0,0.0109104
0.209304,0,0,0,0,-0.00158148
0.215093,0,0,0,0,-0.0144019
0.22,0,0,0,0,-0.0256408
0.219897,0,0,0,0,-0.0223402
0.217955,0,0,0,0,0.0311826
0.217014,0,0,0,0,0.126322
0.218956,0,0,0,0,0.175363
0.21988,0,0,0,0,0.164738
0.219394,0,0,0,0,0.108428
0.219513,0,0,0,0,0.046254
0.214394,0,0,0,0,0.0134746
0.208604,0,0,0,0,0.000654096
0.208421,0,0,0,0,4.96659E-11
0.208736,0,0,0,0,0.037094
0.214391,0,0,0,0,0.100714
0.219758,0,0,0,0,0.118731
0.219893,0,0,0,0,0.093572
0.219691,0,0,0,0,0.0669183
0.219392,0,0,0,0,0.0167618
0.217384,0,0,0,0,-0.0245156
0.211895,0,0,0,0,-0.0256409
0.210737,0,0,0,0,-0.0256409
0.216526,0,0,0,0,-0.0256409
0.2197,0,0,0,0,-0.0164206
0.219395,0,0,0,0,0.0329777
0.219589,0,0,0,0,0.066329
0.219894,0,0,0,0,0.0425716
0.22,0,0,0,0,0.025641
0.219895,0,0,0,0,0.0120836
0.219895,0,0,0,0,-0.0135573
0.22,0,0,0,0,-0.0256409
0.219408,0,0,0,0,-0.00800056
0.219395,0,0,0,0,0.0432341
0.219783,0,0,0,0,0.0895207
0.219796,0,0,0,0,0.115209
0.214779,0,0,0,0,0.104593
0.20899,0,0,0,0,0.078952
0.212214,0,0,0,0,0.0455857
0.218004,0,0,0,0,0.00712425
0.214211,0,0,0,0,0.00000000154283
0.208421,0,0,0,0,-2.04197E-10
0.208421,0,0,0,0,-3.86251E-14
0.21178,0,0,0,0,-0.029763
0.21178,0,0,0,0,-0.0682244
0.208421,0,0,0,0,-0.0769228
0.207828,0,0,0,0,-0.0577871
0.212027,0,0,0,0,-0.00488762
0.21841,0,0,0,0,0.0272586
0.219895,0,0,0,0,0.00695541
0.219895,0,0,0,0,-0.0186855
0.214211,0,0,0,0,-0.0256409
0.209594,0,0,0,0,-0.0318176
0.215383,0,0,0,0,-0.0574584
0.219699,0,0,0,0,-0.0669194
0.218637,0,0,0,0,-0.0012852
0.218832,0,0,0,0,0.0466605
0.219894,0,0,0,0,0.0323081
0.219895,0,0,0,0,0.00695541
0.219895,0,0,0,0,-0.0186855
0.215368,0,0,0,0,-0.0256409
0.209579,0,0,0,0,-0.0256409
0.211909,0,0,0,0,-0.0420738
0.217699,0,0,0,0,-0.0677147
0.22,0,0,0,0,-0.0769228
0.219897,0,0,0,0,-0.073341
0.219699,0,0,0,0,-0.0361506
0.218644,0,0,0,0,-0.00127094
0.213053,0,0,0,0,-2.99796E-10
0.208316,0,0,0,0,-0.00316286
0.212937,0,0,0,0,-0.0374552
0.217674,0,0,0,0,-0.0727538
0.213053,0,0,0,0,-0.0769228
0.208318,0,0,0,0,-0.0733404
0.207059,0,0,0,0,-0.0166658
0.208643,0,0,0,0,0.0407078
0.215692,0,0,0,0,0.0224946
0.22,0,0,0,0,-0.0128202
0.22,0,0,0,0,-0.0256407
0.208964,0,0,0,0,-0.0147588
0.197385,0,0,0,0,-0.00193837
0.204769,0,0,0,0,-0.0254302
0.216348,0,0,0,0,-0.0638916
0.218637,0,0,0,0,-0.0320541
0.218637,0,0,0,0,0.0448686
0.22,0,0,0,0,0.0769227
0.21861,0,0,0,0,0.0320619
0.218493,0,0,0,0,-0.0196374
0.219883,0,0,0,0,-0.0260584
0.214211,0,0,0,0,-0.0256409
0.208421,0,0,0,0,-0.0256409
0.213067,0,0,0,0,-0.047202
0.218857,0,0,0,0,-0.0728429
0.22,0,0,0,0,-0.0769228
0.22,0,0,0,0,-0.0769228
0.218637,0,0,0,0,-0.0320542
0.218637,0,0,0,0,0.0448685
0.22,0,0,0,0,0.0769227
0.22,0,0,0,0,0.0769228
0.219691,0,0,0,0,0.0438416
0.219691,0,0,0,0,0.00538021
0.218842,0,0,0,0,4.26266E-10
0.209579,0,0,0,0,-4.10178E-10
0.199158,0,0,0,0,-2.52168E-10
0.20004,0,0,0,0,-0.0067097
0.20583,0,0,0,0,-0.0195302
0.208576,0,0,0,0,-0.00917334
0.214021,0,0,0,0,0.0408815
0.219656,0,0,0,0,0.0756958
0.216526,0,0,0,0,0.0769228
0.211121,0,0,0,0,0.0593428
0.21443,0,0,0,0,0.00864775
0.215204,0,0,0,0,-0.0250541
0.209579,0,0,0,0,-0.0256409
0.208421,0,0,0,0,-0.0256409
0.207816,0,0,0,0,0.00220895
0.212897,0,0,0,0,0.0303799
0.219291,0,0,0,0,0.0281709
0.214211,0,0,0,0,0.0256409
0.208421,0,0,0,0,0.0256409
0.213219,0,0,0,0,0.00353824
0.219008,0,0,0,0,-0.0221027
0.219395,0,0,0,0,0.012465
0.219395,0,0,0,0,0.0637469
0.219796,0,0,0,0,0.0998243
0.219796,0,0,0,0,0.125465
0.214779,0,0,0,0,0.104593
0.20899,0,0,0,0,0.078952
0.212214,0,0,0,0,0.0455857
0.218004,0,0,0,0,0.00712431
0.214211,0,0,0,0,0.00000000154159
0.209304,0,0,0,0,-0.00158157
0.215093,0,0,0,0,-0.0144019
0.2197,0,0,0,0,-0.0164205
0.219395,0,0,0,0,0.0329778
0.219589,0,0,0,0,0.0612008
0.219894,0,0,0,0,0.0374434
0.22,0,0,0,0,0.0179489
0.22,0,0,0,0,0.00512838
0.22,0,0,0,0,-0.0102562
0.22,0,0,0,0,-0.0230766
0.21128,0,0,0,0,-0.0173229
0.199701,0,0,0,0,-0.00450246
0.199043,0,0,0,0,-0.0220704
0.204832,0,0,0,0,-0.0605318
0.207797,0,0,0,0,-0.0466439
0.21259,0,0,0,0,0.0267233
0.213214,0,0,0,0,0.0733672
0.208421,0,0,0,0,0.0769228
0.208113,0,0,0,0,0.0438401
0.208113,0,0,0,0,0.00537874
0.211785,0,0,0,0,0.0297754
0.217575,0,0,0,0,0.0682368
0.22,0,0,0,0,0.0769228
0.22,0,0,0,0,0.0769228
0.22,0,0,0,0,0.0769228
0.219691,0,0,0,0,0.0669183
0.219691,0,0,0,0,0.0284571
0.22,0,0,0,0,-0.00512786
0.22,0,0,0,0,-0.0179485
0.21989,0,0,0,0,-0.0337749
0.21989,0,0,0,0,-0.0594158
0.22,0,0,0,0,-0.0769228
0.217184,0,0,0,0,-0.0638855
0.210803,0,0,0,0,-0.0206098
0.207816,0,0,0,0,0.0432271
0.212199,0,0,0,0,0.0593601
0.218002,0,0,0,0,0.0337677
0.22,0,0,0,0,0.0256409
0.215552,0,0,0,0,0.0160386
0.215276,0,0,0,0,-0.00861716
0.219424,0,0,0,0,-0.0154355
0.218336,0,0,0,0,0.045939
0.218323,0,0,0,0,0.102849
0.219515,0,0,0,0,0.0667472
0.219722,0,0,0,0,0.0178289
0.219895,0,0,0,0,-0.00842914
0.217684,0,0,0,0,-0.0256409
0.211895,0,0,0,0,-0.0256409
0.208421,0,0,0,0,-0.0256409
0.208421,0,0,0,0,-0.0256409
0.210751,0,0,0,0,-0.0369457
0.216541,0,0,0,0,-0.0625866
0.219699,0,0,0,0,-0.0592274
0.219699,0,0,0,0,-0.020766
0.219395,0,0,0,0,-0.0169038
0.218791,0,0,0,0,-0.0778018
0.219292,0,0,0,0,-0.110881
0.219896,0,0,0,0,-0.0884441
0.216526,0,0,0,0,-0.0769228
0.210737,0,0,0,0,-0.0769228
0.210554,0,0,0,0,-0.0875223
0.216343,0,0,0,0,-0.113163
0.22,0,0,0,0,-0.128205
0.219525,0,0,0,0,-0.0872548
0.213925,0,0,0,0,-0.0238294
0.209493,0,0,0,0,-0.00225852
0.215093,0,0,0,0,-0.0144019
0.22,0,0,0,0,-0.0256408
0.2197,0,0,0,0,-0.0164206
0.217079,0,0,0,0,0.0329778
0.21159,0,0,0,0,0.0750393
0.209898,0,0,0,0,0.0609702
0.215688,0,0,0,0,0.0225089
0.216526,0,0,0,0,0.0000000668647
0.210737,0,0,0,0,-1.98489E-10
0.207911,0,0,0,0,0.0167703
0.212075,0,0,0,0,0.0750731
0.218375,0,0,0,0,0.122405
0.22,0,0,0,0,0.128205
0.217095,0,0,0,0,0.114849
0.211612,0,0,0,0,0.0912994
0.214032,0,0,0,0,0.102922
0.219407,0,0,0,0,0.122608
0.219893,0,0,0,0,0.0987002
0.22,0,0,0,0,0.0769229
0.22,0,0,0,0,0.0769228
0.219468,0,0,0,0,0.0740273
0.213707,0,0,0,0,0.0484898
0.208345,0,0,0,0,0.0224429
0.211697,0,0,0,0,-0.0203476
0.214118,0,0,0,0,-0.0683281
0.210737,0,0,0,0,-0.0769228
0.208421,0,0,0,0,-0.0769228
0.207828,0,0,0,0,-0.0577871
0.208323,0,0,0,0,0.0119699
0.208917,0,0,0,0,0.0697571
0.208805,0,0,0,0,0.0593428
0.21443,0,0,0,0,0.00864777
0.216362,0,0,0,0,-0.0250541
0.210737,0,0,0,0,-0.0256409
0.213053,0,0,0,0,-0.0256409
0.218842,0,0,0,0,-0.0256409
0.22,0,0,0,0,-0.0256409
0.219897,0,0,0,0,-0.00439158
0.219897,0,0,0,0,0.00842892
0.22,0,0,0,0,-0.0025639
0.22,0,0,0,0,-0.0153844
0.22,0,0,0,0,-0.0256409
0.218842,0,0,0,0,-0.0256409
0.213412,0,0,0,0,-0.0279212
0.214225,0,0,0,0,-0.0523302
0.219448,0,0,0,0,-0.0883325
0.219793,0,0,0,0,-0.115205
0.217615,0,0,0,0,-0.139703
0.211826,0,0,0,0,-0.165344
0.209258,0,0,0,0,-0.159359
0.215047,0,0,0,0,-0.108078
0.22,0,0,0,0,-0.0769229
0.22,0,0,0,0,-0.0769228
0.22,0,0,0,0,-0.0769228
0.22,0,0,0,0,-0.0769228
0.213288,0,0,0,0,-0.0765122
0.201709,0,0,0,0,-0.0765122
0.202268,0,0,0,0,-0.0669677
0.213847,0,0,0,0,-0.0413268
0.22,0,0,0,0,-0.025641
0.22,0,0,0,0,-0.0256409
0.219408,0,0,0,0,-0.00800057
0.218336,0,0,0,0,0.0613235
0.215454,0,0,0,0,0.120606
0.210737,0,0,0,0,0.128205
0.210198,0,0,0,0,0.0992432
0.215988,0,0,0,0,0.0479613
0.22,0,0,0,0,0.025641
0.219217,0,0,0,0,0.0513847
0.214586,0,0,0,0,0.102667
0.209579,0,0,0,0,0.128205
0.213521,0,0,0,0,0.105025
0.218152,0,0,0,0,0.0793839
0.213053,0,0,0,0,0.0769228
0.208315,0,0,0,0,0.07334
0.208113,0,0,0,0,0.0361479
0.208116,0,0,0,0,0.00443169
0.209759,0,0,0,0,0.0494323
0.215544,0,0,0,0,0.106508
0.219893,0,0,0,0,0.0986996
0.219894,0,0,0,0,0.0733407
0.219392,0,0,0,0,0.0270182
0.219497,0,0,0,0,-0.0206815
0.218842,0,0,0,0,-0.0256409
0.21295,0,0,0,0,-0.02234
0.211705,0,0,0,0,0.0203688
0.217597,0,0,0,0,0.0683497
0.22,0,0,0,0,0.0769228
0.22,0,0,0,0,0.0769228
0.219894,0,0,0,0,0.0682126
0.219789,0,0,0,0,0.0341438
0.219895,0,0,0,0,-0.00842775
0.2197,0,0,0,0,-0.0164206
0.218336,0,0,0,0,0.045939
0.218528,0,0,0,0,0.104649
0.219893,0,0,0,0,0.0935713
0.22,0,0,0,0,0.0769228
0.216526,0,0,0,0,0.0769228
0.210737,0,0,0,0,0.0769228
0.209799,0,0,0,0,0.0496731
0.215163,0,0,0,0,-0.00412086
0.214317,0,0,0,0,-0.0550738
0.214251,0,0,0,0,-0.102092
0.219405,0,0,0,0,-0.12259
0.219243,0,0,0,0,-0.0696663
0.219348,0,0,0,0,-0.00942724
0.22,0,0,0,0,-0.00769209
0.219693,0,0,0,0,-0.0289615
0.219203,0,0,0,0,-0.082148
0.219509,0,0,0,0,-0.124981
0.22,0,0,0,0,-0.128205
0.215939,0,0,0,0,-0.109728
0.210149,0,0,0,0,-0.0840872
0.208421,0,0,0,0,-0.0769228
0.211712,0,0,0,0,-0.0926504
0.217024,0,0,0,0,-0.0771757
0.219523,0,0,0,0,-0.0358071
0.22,0,0,0,0,-0.0256409
0.214211,0,0,0,0,-0.0256409
0.213067,0,0,0,0,-0.047202
0.218556,0,0,0,0,-0.0628396
0.219406,0,0,0,0,-0.0167641
0.217392,0,0,0,0,0.0245144
0.211895,0,0,0,0,0.0256409
0.212061,0,0,0,0,0.00866646
0.217851,0,0,0,0,-0.0169745
0.22,0,0,0,0,-0.0256409
0.22,0,0,0,0,-0.0256409
0.219395,0,0,0,0,0.00220871
0.219395,0,0,0,0,0.0534905
0.217684,0,0,0,0,0.0769228
0.211895,0,0,0,0,0.0769228
0.211054,0,0,0,0,0.0645369
0.216739,0,0,0,0,0.0253423
0.219895,0,0,0,0,-0.0135537
0.21989,0,0,0,0,-0.0440312
0.21989,0,0,0,0,-0.0696721
0.219019,0,0,0,0,-0.0460763
0.215801,0,0,0,0,0.0475914
0.216457,0,0,0,0,0.123363
0.219674,0,0,0,0,0.132259
0.219893,0,0,0,0,0.108957
0.219893,0,0,0,0,0.0833156
0.219391,0,0,0,0,0.0475309
0.219391,0,0,0,0,-0.00375095
0.218539,0,0,0,0,0.0158934
0.218336,0,0,0,0,0.0920928
0.214008,0,0,0,0,0.127481
0.208405,0,0,0,0,0.117892
0.213672,0,0,0,0,0.0684741
0.217345,0,0,0,0,0.0230308
0.212078,0,0,0,0,0.00834635
0.211619,0,0,0,0,-0.00670964
0.217409,0,0,0,0,-0.0195301
0.219021,0,0,0,0,0.00280672
0.218336,0,0,0,0,0.0767081
0.219208,0,0,0,0,0.111063
0.219893,0,0,0,0,0.0884437
0.219391,0,0,0,0,0.0577872
0.219391,0,0,0,0,0.00650543
0.21989,0,0,0,0,-0.0440311
0.21989,0,0,0,0,-0.0696721
0.22,0,0,0,0,-0.0769228
0.22,0,0,0,0,-0.0769228
0.219793,0,0,0,0,-0.0946927
0.219793,0,0,0,0,-0.120334
0.219525,0,0,0,0,-0.0975112
0.219525,0,0,0,0,-0.0462293
0.219895,0,0,0,0,-0.0286655
0.219072,0,0,0,0,-0.0745873
0.219087,0,0,0,0,-0.148165
0.21991,0,0,0,0,-0.179166
0.22,0,0,0,0,-0.179487
0.216526,0,0,0,0,-0.179487
0.210737,0,0,0,0,-0.179487
0.213053,0,0,0,0,-0.179487
0.218842,0,0,0,0,-0.179487
0.219625,0,0,0,0,-0.147257
0.219625,0,0,0,0,-0.095975
0.219019,0,0,0,0,-0.0460763
0.218637,0,0,0,0,0.029484
0.219618,0,0,0,0,0.0755603
0.219894,0,0,0,0,0.0733406
0.219691,0,0,0,0,0.0361493
0.218849,0,0,0,0,-0.000544365
0.213263,0,0,0,0,-0.0146349
0.209579,0,0,0,0,-0.0256409
0.215368,0,0,0,0,-0.0256409
0.219897,0,0,0,0,-0.0223402
0.219395,0,0,0,0,0.0227214
0.219392,0,0,0,0,0.0568639
0.219894,0,0,0,0,0.0374432
0.22,0,0,0,0,0.0153848
0.22,0,0,0,0,0.00256429
0.22,0,0,0,0,-0.0102562
0.22,0,0,0,0,-0.0230766
0.219202,0,0,0,0,-0.0616353
0.219202,0,0,0,0,-0.112917
0.219896,0,0,0,0,-0.103829
0.219896,0,0,0,0,-0.0781878
0.218537,0,0,0,0,-0.0318937
0.217149,0,0,0,0,0.060245
0.218612,0,0,0,0,0.0921388
0.219894,0,0,0,0,0.0733407
0.219894,0,0,0,0,0.0476998
0.219897,0,0,0,0,0.0286652
0.218185,0,0,0,0,0.0781807
0.218167,0,0,0,0,0.147581
0.21988,0,0,0,0,0.149348
0.219893,0,0,0,0,0.124341
0.219515,0,0,0,0,0.0770054
0.219622,0,0,0,0,0.0218951
0.22,0,0,0,0,0.00512838
0.216736,0,0,0,0,-0.00694259
0.210947,0,0,0,0,-0.0197631
0.20783,0,0,0,0,-0.00800019
0.206757,0,0,0,0,0.0613218
0.210133,0,0,0,0,0.10768
0.216995,0,0,0,0,0.0896394
0.219391,0,0,0,0,0.0919558
0.216704,0,0,0,0,0.164087
0.217222,0,0,0,0,0.251289
0.216434,0,0,0,0,0.281722
0.211213,0,0,0,0,0.242458
0.214687,0,0,0,0,0.165536
0.218985,0,0,0,0,0.0949263
0.216496,0,0,0,0,-0.00446829
0.217299,0,0,0,0,-0.0745107
0.219682,0,0,0,0,-0.0804281
0.219793,0,0,0,0,-0.104949
0.219898,0,0,0,0,-0.127842
0.22,0,0,0,0,-0.128205
0.217882,0,0,0,0,-0.127497
0.206304,0,0,0,0,-0.127497
0.201053,0,0,0,0,-0.127462
0.212632,0,0,0,0,-0.127462
0.219896,0,0,0,0,-0.119213
0.219896,0,0,0,0,-0.0935724
0.22,0,0,0,0,-0.0769228
0.219019,0,0,0,0,-0.0460763
0.215099,0,0,0,0,0.0471498
0.210893,0,0,0,0,0.166444
0.21387,0,0,0,0,0.268105
0.219057,0,0,0,0,0.323092
0.215368,0,0,0,0,0.31282
0.209579,0,0,0,0,0.287179
0.203898,0,0,0,0,0.261926
0.198109,0,0,0,0,0.236285
0.201134,0,0,0,0,0.211466
0.206924,0,0,0,0,0.185825
0.212994,0,0,0,0,0.200787
0.218784,0,0,0,0,0.226428
0.214211,0,0,0,0,0.230769
0.208421,0,0,0,0,0.230769
0.208421,0,0,0,0,0.205128
0.208421,0,0,0,0,0.179487
0.208301,0,0,0,0,0.15448
0.208301,0,0,0,0,0.128839
0.213521,0,0,0,0,0.105025
0.21931,0,0,0,0,0.0793838
0.219894,0,0,0,0,0.052828
0.219792,0,0,0,0,0.0302112
0.21613,0,0,0,0,0.0713241
0.210336,0,0,0,0,0.115717
0.211208,0,0,0,0,0.0715971
0.217105,0,0,0,0,0.0113595
0.22,0,0,0,0,0.00000000432138
0.219897,0,0,0,0,0.00316244
0.219682,0,0,0,0,0.0395391
0.219679,0,0,0,0,0.0712558
0.219392,0,0,0,0,0.0270182
0.219497,0,0,0,0,-0.0155535
0.22,0,0,0,0,-0.00769247
0.2197,0,0,0,0,0.00883405
0.219682,0,0,0,0,0.0472313
0.219674,0,0,0,0,0.0668542
0.219392,0,0,0,0,0.0167618
0.2197,0,0,0,0,-0.0193876
0.22,0,0,0,0,-0.00769248
0.2197,0,0,0,0,0.00883405
0.215246,0,0,0,0,0.0685437
0.208567,0,0,0,0,0.155102
0.213016,0,0,0,0,0.21076
0.219325,0,0,0,0,0.205799
0.218974,0,0,0,0,0.130165
0.216124,0,0,0,0,0.0947379
0.211684,0,0,0,0,0.124644
0.215157,0,0,0,0,0.159214
0.219615,0,0,0,0,0.167408
0.218302,0,0,0,0,0.0883545
0.216819,0,0,0,0,-0.0382684
0.218178,0,0,0,0,-0.112894
0.219525,0,0,0,0,-0.0975113
0.219525,0,0,0,0,-0.0462295
0.21989,0,0,0,0,-0.0440314
0.21989,0,0,0,0,-0.0696723
0.215368,0,0,0,0,-0.0769228
0.209551,0,0,0,0,-0.0734624
0.213377,0,0,0,0,-0.0378766
0.219092,0,0,0,0,0.000286905
0.217945,0,0,0,0,0.0547462
0.214215,0,0,0,0,0.140045
0.210377,0,0,0,0,0.178204
0.204947,0,0,0,0,0.179487
0.199158,0,0,0,0,0.179487
0.203497,0,0,0,0,0.178563
0.214359,0,0,0,0,0.17501
0.213494,0,0,0,0,0.150293
0.208715,0,0,0,0,0.130249
0.213999,0,0,0,0,0.154086
0.216021,0,0,0,0,0.177684
0.210737,0,0,0,0,0.179487
0.208302,0,0,0,0,0.164736
0.208302,0,0,0,0,0.139095
0.210525,0,0,0,0,0.138702
0.216314,0,0,0,0,0.164343
0.219604,0,0,0,0,0.157523
0.219604,0,0,0,0,0.106241
0.21939,0,0,0,0,0.0919562
0.216399,0,0,0,0,0.164713
0.211451,0,0,0,0,0.282837
0.206119,0,0,0,0,0.404002
0.200312,0,0,0,0,0.525877
0.19473,0,0,0,0,0.646739
0.201735,0,0,0,0,0.740253
0.21564,0,0,0,0,0.784443
0.219277,0,0,0,0,0.821057
0.218618,0,0,0,0,0.877924
0.218973,0,0,0,0,0.843983
0.216728,0,0,0,0,0.7199
0.215921,0,0,0,0,0.605162
0.218703,0,0,0,0,0.553994
0.219878,0,0,0,0,0.599564
0.219645,0,0,0,0,0.613097
0.219543,0,0,0,0,0.524437
0.219707,0,0,0,0,0.468681
0.21981,0,0,0,0,0.506059
